Three-Digit ZIP Code,Year,Quarter,Index (NSA),Index Type,,,
601,2008,2,183.77,Native 3-Digit ZIP index,,,
601,2008,3,176.54,Native 3-Digit ZIP index,,,
601,2008,4,175.22,Native 3-Digit ZIP index,,,
601,2009,1,174.24,Native 3-Digit ZIP index,,,
601,2009,2,166.93,Native 3-Digit ZIP index,,,
601,2009,3,159.95,Native 3-Digit ZIP index,,,
601,2009,4,158.06,Native 3-Digit ZIP index,,,
601,2010,1,154.91,Native 3-Digit ZIP index,,,
601,2010,2,152.07,Native 3-Digit ZIP index,,,
601,2010,3,152.28,Native 3-Digit ZIP index,,,
601,2010,4,150.62,Native 3-Digit ZIP index,,,
601,2011,1,144.22,Native 3-Digit ZIP index,,,
601,2011,2,140.14,Native 3-Digit ZIP index,,,
601,2011,3,140.87,Native 3-Digit ZIP index,,,
601,2011,4,140.26,Native 3-Digit ZIP index,,,
601,2012,1,137.57,Native 3-Digit ZIP index,,,
601,2012,2,134.96,Native 3-Digit ZIP index,,,
601,2012,3,136.37,Native 3-Digit ZIP index,,,
601,2012,4,136.45,Native 3-Digit ZIP index,,,
601,2013,1,135.41,Native 3-Digit ZIP index,,,
601,2013,2,137.57,Native 3-Digit ZIP index,,,
601,2013,3,139.46,Native 3-Digit ZIP index,,,
601,2013,4,141.60,Native 3-Digit ZIP index,,,
601,2014,1,141.78,Native 3-Digit ZIP index,,,
601,2014,2,145.62,Native 3-Digit ZIP index,,,
601,2014,3,147.19,Native 3-Digit ZIP index,,,
601,2014,4,148.16,Native 3-Digit ZIP index,,,
601,2015,1,149.14,Native 3-Digit ZIP index,,,
601,2015,2,151.84,Native 3-Digit ZIP index,,,
601,2015,3,153.07,Native 3-Digit ZIP index,,,
601,2015,4,154.48,Native 3-Digit ZIP index,,,
601,2016,1,153.87,Native 3-Digit ZIP index,,,
602,1995,1,100.00,Native 3-Digit ZIP index,,,
602,1995,2,104.06,Native 3-Digit ZIP index,,,
602,1995,3,105.76,Native 3-Digit ZIP index,,,
602,1995,4,106.35,Native 3-Digit ZIP index,,,
602,1996,1,107.74,Native 3-Digit ZIP index,,,
602,1996,2,108.02,Native 3-Digit ZIP index,,,
602,1996,3,109.99,Native 3-Digit ZIP index,,,
602,1996,4,110.06,Native 3-Digit ZIP index,,,
602,1997,1,111.25,Native 3-Digit ZIP index,,,
602,1997,2,114.25,Native 3-Digit ZIP index,,,
602,1997,3,112.67,Native 3-Digit ZIP index,,,
602,1997,4,115.68,Native 3-Digit ZIP index,,,
602,1998,1,115.78,Native 3-Digit ZIP index,,,
602,1998,2,116.34,Native 3-Digit ZIP index,,,
602,1998,3,118.33,Native 3-Digit ZIP index,,,
602,1998,4,120.39,Native 3-Digit ZIP index,,,
602,1999,1,123.49,Native 3-Digit ZIP index,,,
602,1999,2,124.81,Native 3-Digit ZIP index,,,
602,1999,3,131.06,Native 3-Digit ZIP index,,,
602,1999,4,135.70,Native 3-Digit ZIP index,,,
602,2000,1,137.46,Native 3-Digit ZIP index,,,
602,2000,2,143.69,Native 3-Digit ZIP index,,,
602,2000,3,146.52,Native 3-Digit ZIP index,,,
602,2000,4,147.83,Native 3-Digit ZIP index,,,
602,2001,1,149.51,Native 3-Digit ZIP index,,,
602,2001,2,152.90,Native 3-Digit ZIP index,,,
602,2001,3,156.82,Native 3-Digit ZIP index,,,
602,2001,4,158.45,Native 3-Digit ZIP index,,,
602,2002,1,163.53,Native 3-Digit ZIP index,,,
602,2002,2,167.82,Native 3-Digit ZIP index,,,
602,2002,3,170.31,Native 3-Digit ZIP index,,,
602,2002,4,171.91,Native 3-Digit ZIP index,,,
602,2003,1,174.07,Native 3-Digit ZIP index,,,
602,2003,2,176.33,Native 3-Digit ZIP index,,,
602,2003,3,177.76,Native 3-Digit ZIP index,,,
602,2003,4,186.61,Native 3-Digit ZIP index,,,
602,2004,1,186.81,Native 3-Digit ZIP index,,,
602,2004,2,191.47,Native 3-Digit ZIP index,,,
602,2004,3,201.97,Native 3-Digit ZIP index,,,
602,2004,4,202.78,Native 3-Digit ZIP index,,,
602,2005,1,209.04,Native 3-Digit ZIP index,,,
602,2005,2,215.30,Native 3-Digit ZIP index,,,
602,2005,3,217.36,Native 3-Digit ZIP index,,,
602,2005,4,224.86,Native 3-Digit ZIP index,,,
602,2006,1,228.38,Native 3-Digit ZIP index,,,
602,2006,2,230.71,Native 3-Digit ZIP index,,,
602,2006,3,234.22,Native 3-Digit ZIP index,,,
602,2006,4,233.02,Native 3-Digit ZIP index,,,
602,2007,1,237.88,Native 3-Digit ZIP index,,,
602,2007,2,233.70,Native 3-Digit ZIP index,,,
602,2007,3,232.54,Native 3-Digit ZIP index,,,
602,2007,4,232.90,Native 3-Digit ZIP index,,,
602,2008,1,232.45,Native 3-Digit ZIP index,,,
602,2008,2,229.00,Native 3-Digit ZIP index,,,
602,2008,3,222.65,Native 3-Digit ZIP index,,,
602,2008,4,220.51,Native 3-Digit ZIP index,,,
602,2009,1,221.44,Native 3-Digit ZIP index,,,
602,2009,2,212.44,Native 3-Digit ZIP index,,,
602,2009,3,203.75,Native 3-Digit ZIP index,,,
602,2009,4,202.55,Native 3-Digit ZIP index,,,
602,2010,1,199.90,Native 3-Digit ZIP index,,,
602,2010,2,195.30,Native 3-Digit ZIP index,,,
602,2010,3,197.47,Native 3-Digit ZIP index,,,
602,2010,4,196.95,Native 3-Digit ZIP index,,,
602,2011,1,192.38,Native 3-Digit ZIP index,,,
602,2011,2,190.30,Native 3-Digit ZIP index,,,
602,2011,3,188.89,Native 3-Digit ZIP index,,,
602,2011,4,190.38,Native 3-Digit ZIP index,,,
602,2012,1,187.26,Native 3-Digit ZIP index,,,
602,2012,2,187.91,Native 3-Digit ZIP index,,,
602,2012,3,189.34,Native 3-Digit ZIP index,,,
602,2012,4,190.01,Native 3-Digit ZIP index,,,
602,2013,1,190.39,Native 3-Digit ZIP index,,,
602,2013,2,192.24,Native 3-Digit ZIP index,,,
602,2013,3,198.59,Native 3-Digit ZIP index,,,
602,2013,4,201.02,Native 3-Digit ZIP index,,,
602,2014,1,197.08,Native 3-Digit ZIP index,,,
602,2014,2,207.77,Native 3-Digit ZIP index,,,
602,2014,3,210.36,Native 3-Digit ZIP index,,,
602,2014,4,211.57,Native 3-Digit ZIP index,,,
602,2015,1,213.03,Native 3-Digit ZIP index,,,
602,2015,2,218.09,Native 3-Digit ZIP index,,,
602,2015,3,223.10,Native 3-Digit ZIP index,,,
602,2015,4,221.69,Native 3-Digit ZIP index,,,
602,2016,1,219.98,Native 3-Digit ZIP index,,,
603,1995,1,100.00,Native 3-Digit ZIP index,,,
603,1995,2,102.98,Native 3-Digit ZIP index,,,
603,1995,3,104.07,Native 3-Digit ZIP index,,,
603,1995,4,105.30,Native 3-Digit ZIP index,,,
603,1996,1,106.22,Native 3-Digit ZIP index,,,
603,1996,2,107.67,Native 3-Digit ZIP index,,,
603,1996,3,105.84,Native 3-Digit ZIP index,,,
603,1996,4,107.34,Native 3-Digit ZIP index,,,
603,1997,1,110.42,Native 3-Digit ZIP index,,,
603,1997,2,110.62,Native 3-Digit ZIP index,,,
603,1997,3,112.94,Native 3-Digit ZIP index,,,
603,1997,4,114.22,Native 3-Digit ZIP index,,,
603,1998,1,115.34,Native 3-Digit ZIP index,,,
603,1998,2,117.71,Native 3-Digit ZIP index,,,
603,1998,3,119.45,Native 3-Digit ZIP index,,,
603,1998,4,121.36,Native 3-Digit ZIP index,,,
603,1999,1,124.15,Native 3-Digit ZIP index,,,
603,1999,2,129.38,Native 3-Digit ZIP index,,,
603,1999,3,137.94,Native 3-Digit ZIP index,,,
603,1999,4,138.55,Native 3-Digit ZIP index,,,
603,2000,1,143.77,Native 3-Digit ZIP index,,,
603,2000,2,152.32,Native 3-Digit ZIP index,,,
603,2000,3,154.07,Native 3-Digit ZIP index,,,
603,2000,4,157.18,Native 3-Digit ZIP index,,,
603,2001,1,159.69,Native 3-Digit ZIP index,,,
603,2001,2,163.55,Native 3-Digit ZIP index,,,
603,2001,3,169.75,Native 3-Digit ZIP index,,,
603,2001,4,171.44,Native 3-Digit ZIP index,,,
603,2002,1,177.32,Native 3-Digit ZIP index,,,
603,2002,2,184.07,Native 3-Digit ZIP index,,,
603,2002,3,187.07,Native 3-Digit ZIP index,,,
603,2002,4,190.12,Native 3-Digit ZIP index,,,
603,2003,1,193.58,Native 3-Digit ZIP index,,,
603,2003,2,194.99,Native 3-Digit ZIP index,,,
603,2003,3,200.22,Native 3-Digit ZIP index,,,
603,2003,4,208.61,Native 3-Digit ZIP index,,,
603,2004,1,210.42,Native 3-Digit ZIP index,,,
603,2004,2,216.20,Native 3-Digit ZIP index,,,
603,2004,3,226.83,Native 3-Digit ZIP index,,,
603,2004,4,228.86,Native 3-Digit ZIP index,,,
603,2005,1,232.37,Native 3-Digit ZIP index,,,
603,2005,2,239.78,Native 3-Digit ZIP index,,,
603,2005,3,244.67,Native 3-Digit ZIP index,,,
603,2005,4,253.08,Native 3-Digit ZIP index,,,
603,2006,1,252.69,Native 3-Digit ZIP index,,,
603,2006,2,256.70,Native 3-Digit ZIP index,,,
603,2006,3,258.99,Native 3-Digit ZIP index,,,
603,2006,4,262.07,Native 3-Digit ZIP index,,,
603,2007,1,263.18,Native 3-Digit ZIP index,,,
603,2007,2,263.47,Native 3-Digit ZIP index,,,
603,2007,3,257.73,Native 3-Digit ZIP index,,,
603,2007,4,259.05,Native 3-Digit ZIP index,,,
603,2008,1,259.80,Native 3-Digit ZIP index,,,
603,2008,2,254.77,Native 3-Digit ZIP index,,,
603,2008,3,246.83,Native 3-Digit ZIP index,,,
603,2008,4,250.27,Native 3-Digit ZIP index,,,
603,2009,1,250.08,Native 3-Digit ZIP index,,,
603,2009,2,241.22,Native 3-Digit ZIP index,,,
603,2009,3,231.20,Native 3-Digit ZIP index,,,
603,2009,4,232.33,Native 3-Digit ZIP index,,,
603,2010,1,231.00,Native 3-Digit ZIP index,,,
603,2010,2,224.97,Native 3-Digit ZIP index,,,
603,2010,3,228.15,Native 3-Digit ZIP index,,,
603,2010,4,228.27,Native 3-Digit ZIP index,,,
603,2011,1,222.69,Native 3-Digit ZIP index,,,
603,2011,2,216.92,Native 3-Digit ZIP index,,,
603,2011,3,217.99,Native 3-Digit ZIP index,,,
603,2011,4,217.02,Native 3-Digit ZIP index,,,
603,2012,1,215.06,Native 3-Digit ZIP index,,,
603,2012,2,214.48,Native 3-Digit ZIP index,,,
603,2012,3,217.54,Native 3-Digit ZIP index,,,
603,2012,4,220.80,Native 3-Digit ZIP index,,,
603,2013,1,220.22,Native 3-Digit ZIP index,,,
603,2013,2,217.82,Native 3-Digit ZIP index,,,
603,2013,3,228.24,Native 3-Digit ZIP index,,,
603,2013,4,225.76,Native 3-Digit ZIP index,,,
603,2014,1,229.70,Native 3-Digit ZIP index,,,
603,2014,2,233.35,Native 3-Digit ZIP index,,,
603,2014,3,236.96,Native 3-Digit ZIP index,,,
603,2014,4,237.17,Native 3-Digit ZIP index,,,
603,2015,1,240.44,Native 3-Digit ZIP index,,,
603,2015,2,243.42,Native 3-Digit ZIP index,,,
603,2015,3,243.25,Native 3-Digit ZIP index,,,
603,2015,4,245.72,Native 3-Digit ZIP index,,,
603,2016,1,249.97,Native 3-Digit ZIP index,,,
604,1995,1,100.00,Native 3-Digit ZIP index,,,
604,1995,2,101.13,Native 3-Digit ZIP index,,,
604,1995,3,102.66,Native 3-Digit ZIP index,,,
604,1995,4,103.68,Native 3-Digit ZIP index,,,
604,1996,1,105.16,Native 3-Digit ZIP index,,,
604,1996,2,104.82,Native 3-Digit ZIP index,,,
604,1996,3,104.86,Native 3-Digit ZIP index,,,
604,1996,4,105.85,Native 3-Digit ZIP index,,,
604,1997,1,106.83,Native 3-Digit ZIP index,,,
604,1997,2,106.68,Native 3-Digit ZIP index,,,
604,1997,3,107.96,Native 3-Digit ZIP index,,,
604,1997,4,109.11,Native 3-Digit ZIP index,,,
604,1998,1,110.05,Native 3-Digit ZIP index,,,
604,1998,2,110.20,Native 3-Digit ZIP index,,,
604,1998,3,111.06,Native 3-Digit ZIP index,,,
604,1998,4,111.70,Native 3-Digit ZIP index,,,
604,1999,1,112.28,Native 3-Digit ZIP index,,,
604,1999,2,112.57,Native 3-Digit ZIP index,,,
604,1999,3,112.39,Native 3-Digit ZIP index,,,
604,1999,4,113.73,Native 3-Digit ZIP index,,,
604,2000,1,115.08,Native 3-Digit ZIP index,,,
604,2000,2,116.70,Native 3-Digit ZIP index,,,
604,2000,3,118.02,Native 3-Digit ZIP index,,,
604,2000,4,119.69,Native 3-Digit ZIP index,,,
604,2001,1,121.22,Native 3-Digit ZIP index,,,
604,2001,2,122.91,Native 3-Digit ZIP index,,,
604,2001,3,125.05,Native 3-Digit ZIP index,,,
604,2001,4,126.34,Native 3-Digit ZIP index,,,
604,2002,1,128.29,Native 3-Digit ZIP index,,,
604,2002,2,130.30,Native 3-Digit ZIP index,,,
604,2002,3,132.53,Native 3-Digit ZIP index,,,
604,2002,4,134.13,Native 3-Digit ZIP index,,,
604,2003,1,135.53,Native 3-Digit ZIP index,,,
604,2003,2,137.16,Native 3-Digit ZIP index,,,
604,2003,3,139.08,Native 3-Digit ZIP index,,,
604,2003,4,144.05,Native 3-Digit ZIP index,,,
604,2004,1,145.82,Native 3-Digit ZIP index,,,
604,2004,2,148.79,Native 3-Digit ZIP index,,,
604,2004,3,154.71,Native 3-Digit ZIP index,,,
604,2004,4,157.30,Native 3-Digit ZIP index,,,
604,2005,1,160.55,Native 3-Digit ZIP index,,,
604,2005,2,165.28,Native 3-Digit ZIP index,,,
604,2005,3,169.21,Native 3-Digit ZIP index,,,
604,2005,4,173.06,Native 3-Digit ZIP index,,,
604,2006,1,175.33,Native 3-Digit ZIP index,,,
604,2006,2,177.91,Native 3-Digit ZIP index,,,
604,2006,3,179.85,Native 3-Digit ZIP index,,,
604,2006,4,181.85,Native 3-Digit ZIP index,,,
604,2007,1,182.72,Native 3-Digit ZIP index,,,
604,2007,2,183.11,Native 3-Digit ZIP index,,,
604,2007,3,181.29,Native 3-Digit ZIP index,,,
604,2007,4,181.44,Native 3-Digit ZIP index,,,
604,2008,1,180.50,Native 3-Digit ZIP index,,,
604,2008,2,175.76,Native 3-Digit ZIP index,,,
604,2008,3,168.43,Native 3-Digit ZIP index,,,
604,2008,4,167.43,Native 3-Digit ZIP index,,,
604,2009,1,166.80,Native 3-Digit ZIP index,,,
604,2009,2,160.88,Native 3-Digit ZIP index,,,
604,2009,3,155.12,Native 3-Digit ZIP index,,,
604,2009,4,152.51,Native 3-Digit ZIP index,,,
604,2010,1,149.17,Native 3-Digit ZIP index,,,
604,2010,2,146.57,Native 3-Digit ZIP index,,,
604,2010,3,147.69,Native 3-Digit ZIP index,,,
604,2010,4,145.86,Native 3-Digit ZIP index,,,
604,2011,1,140.74,Native 3-Digit ZIP index,,,
604,2011,2,135.75,Native 3-Digit ZIP index,,,
604,2011,3,135.77,Native 3-Digit ZIP index,,,
604,2011,4,134.78,Native 3-Digit ZIP index,,,
604,2012,1,131.91,Native 3-Digit ZIP index,,,
604,2012,2,129.38,Native 3-Digit ZIP index,,,
604,2012,3,129.73,Native 3-Digit ZIP index,,,
604,2012,4,129.35,Native 3-Digit ZIP index,,,
604,2013,1,129.28,Native 3-Digit ZIP index,,,
604,2013,2,129.23,Native 3-Digit ZIP index,,,
604,2013,3,130.24,Native 3-Digit ZIP index,,,
604,2013,4,132.55,Native 3-Digit ZIP index,,,
604,2014,1,132.03,Native 3-Digit ZIP index,,,
604,2014,2,134.62,Native 3-Digit ZIP index,,,
604,2014,3,136.98,Native 3-Digit ZIP index,,,
604,2014,4,137.40,Native 3-Digit ZIP index,,,
604,2015,1,138.48,Native 3-Digit ZIP index,,,
604,2015,2,139.72,Native 3-Digit ZIP index,,,
604,2015,3,140.79,Native 3-Digit ZIP index,,,
604,2015,4,142.81,Native 3-Digit ZIP index,,,
604,2016,1,142.05,Native 3-Digit ZIP index,,,
605,1995,1,100.00,Native 3-Digit ZIP index,,,
605,1995,2,101.12,Native 3-Digit ZIP index,,,
605,1995,3,101.86,Native 3-Digit ZIP index,,,
605,1995,4,103.04,Native 3-Digit ZIP index,,,
605,1996,1,103.74,Native 3-Digit ZIP index,,,
605,1996,2,103.77,Native 3-Digit ZIP index,,,
605,1996,3,104.47,Native 3-Digit ZIP index,,,
605,1996,4,104.94,Native 3-Digit ZIP index,,,
605,1997,1,105.72,Native 3-Digit ZIP index,,,
605,1997,2,106.72,Native 3-Digit ZIP index,,,
605,1997,3,107.98,Native 3-Digit ZIP index,,,
605,1997,4,108.70,Native 3-Digit ZIP index,,,
605,1998,1,109.47,Native 3-Digit ZIP index,,,
605,1998,2,110.31,Native 3-Digit ZIP index,,,
605,1998,3,111.60,Native 3-Digit ZIP index,,,
605,1998,4,111.99,Native 3-Digit ZIP index,,,
605,1999,1,113.47,Native 3-Digit ZIP index,,,
605,1999,2,115.40,Native 3-Digit ZIP index,,,
605,1999,3,118.34,Native 3-Digit ZIP index,,,
605,1999,4,119.72,Native 3-Digit ZIP index,,,
605,2000,1,122.92,Native 3-Digit ZIP index,,,
605,2000,2,124.80,Native 3-Digit ZIP index,,,
605,2000,3,126.96,Native 3-Digit ZIP index,,,
605,2000,4,128.17,Native 3-Digit ZIP index,,,
605,2001,1,129.73,Native 3-Digit ZIP index,,,
605,2001,2,132.23,Native 3-Digit ZIP index,,,
605,2001,3,134.92,Native 3-Digit ZIP index,,,
605,2001,4,136.15,Native 3-Digit ZIP index,,,
605,2002,1,138.56,Native 3-Digit ZIP index,,,
605,2002,2,141.30,Native 3-Digit ZIP index,,,
605,2002,3,143.36,Native 3-Digit ZIP index,,,
605,2002,4,145.07,Native 3-Digit ZIP index,,,
605,2003,1,146.71,Native 3-Digit ZIP index,,,
605,2003,2,148.31,Native 3-Digit ZIP index,,,
605,2003,3,150.31,Native 3-Digit ZIP index,,,
605,2003,4,155.02,Native 3-Digit ZIP index,,,
605,2004,1,156.78,Native 3-Digit ZIP index,,,
605,2004,2,161.30,Native 3-Digit ZIP index,,,
605,2004,3,167.48,Native 3-Digit ZIP index,,,
605,2004,4,169.25,Native 3-Digit ZIP index,,,
605,2005,1,173.19,Native 3-Digit ZIP index,,,
605,2005,2,177.64,Native 3-Digit ZIP index,,,
605,2005,3,181.26,Native 3-Digit ZIP index,,,
605,2005,4,184.94,Native 3-Digit ZIP index,,,
605,2006,1,188.20,Native 3-Digit ZIP index,,,
605,2006,2,190.44,Native 3-Digit ZIP index,,,
605,2006,3,192.14,Native 3-Digit ZIP index,,,
605,2006,4,193.13,Native 3-Digit ZIP index,,,
605,2007,1,193.79,Native 3-Digit ZIP index,,,
605,2007,2,194.02,Native 3-Digit ZIP index,,,
605,2007,3,191.95,Native 3-Digit ZIP index,,,
605,2007,4,192.73,Native 3-Digit ZIP index,,,
605,2008,1,191.37,Native 3-Digit ZIP index,,,
605,2008,2,187.89,Native 3-Digit ZIP index,,,
605,2008,3,181.82,Native 3-Digit ZIP index,,,
605,2008,4,180.57,Native 3-Digit ZIP index,,,
605,2009,1,179.52,Native 3-Digit ZIP index,,,
605,2009,2,172.64,Native 3-Digit ZIP index,,,
605,2009,3,167.21,Native 3-Digit ZIP index,,,
605,2009,4,165.59,Native 3-Digit ZIP index,,,
605,2010,1,162.44,Native 3-Digit ZIP index,,,
605,2010,2,161.01,Native 3-Digit ZIP index,,,
605,2010,3,161.89,Native 3-Digit ZIP index,,,
605,2010,4,160.59,Native 3-Digit ZIP index,,,
605,2011,1,155.72,Native 3-Digit ZIP index,,,
605,2011,2,151.79,Native 3-Digit ZIP index,,,
605,2011,3,152.48,Native 3-Digit ZIP index,,,
605,2011,4,152.17,Native 3-Digit ZIP index,,,
605,2012,1,150.23,Native 3-Digit ZIP index,,,
605,2012,2,148.27,Native 3-Digit ZIP index,,,
605,2012,3,149.96,Native 3-Digit ZIP index,,,
605,2012,4,150.67,Native 3-Digit ZIP index,,,
605,2013,1,150.32,Native 3-Digit ZIP index,,,
605,2013,2,152.65,Native 3-Digit ZIP index,,,
605,2013,3,154.92,Native 3-Digit ZIP index,,,
605,2013,4,156.63,Native 3-Digit ZIP index,,,
605,2014,1,157.90,Native 3-Digit ZIP index,,,
605,2014,2,161.24,Native 3-Digit ZIP index,,,
605,2014,3,163.26,Native 3-Digit ZIP index,,,
605,2014,4,164.61,Native 3-Digit ZIP index,,,
605,2015,1,165.46,Native 3-Digit ZIP index,,,
605,2015,2,167.09,Native 3-Digit ZIP index,,,
605,2015,3,169.69,Native 3-Digit ZIP index,,,
605,2015,4,169.93,Native 3-Digit ZIP index,,,
605,2016,1,170.03,Native 3-Digit ZIP index,,,
606,1995,1,100.00,Native 3-Digit ZIP index,,,
606,1995,2,102.18,Native 3-Digit ZIP index,,,
606,1995,3,104.23,Native 3-Digit ZIP index,,,
606,1995,4,105.55,Native 3-Digit ZIP index,,,
606,1996,1,107.64,Native 3-Digit ZIP index,,,
606,1996,2,107.84,Native 3-Digit ZIP index,,,
606,1996,3,107.92,Native 3-Digit ZIP index,,,
606,1996,4,109.76,Native 3-Digit ZIP index,,,
606,1997,1,111.46,Native 3-Digit ZIP index,,,
606,1997,2,112.25,Native 3-Digit ZIP index,,,
606,1997,3,113.10,Native 3-Digit ZIP index,,,
606,1997,4,115.40,Native 3-Digit ZIP index,,,
606,1998,1,116.84,Native 3-Digit ZIP index,,,
606,1998,2,118.00,Native 3-Digit ZIP index,,,
606,1998,3,120.43,Native 3-Digit ZIP index,,,
606,1998,4,121.98,Native 3-Digit ZIP index,,,
606,1999,1,123.52,Native 3-Digit ZIP index,,,
606,1999,2,126.62,Native 3-Digit ZIP index,,,
606,1999,3,129.59,Native 3-Digit ZIP index,,,
606,1999,4,132.24,Native 3-Digit ZIP index,,,
606,2000,1,136.89,Native 3-Digit ZIP index,,,
606,2000,2,140.24,Native 3-Digit ZIP index,,,
606,2000,3,144.63,Native 3-Digit ZIP index,,,
606,2000,4,147.36,Native 3-Digit ZIP index,,,
606,2001,1,150.70,Native 3-Digit ZIP index,,,
606,2001,2,153.84,Native 3-Digit ZIP index,,,
606,2001,3,157.95,Native 3-Digit ZIP index,,,
606,2001,4,161.14,Native 3-Digit ZIP index,,,
606,2002,1,164.99,Native 3-Digit ZIP index,,,
606,2002,2,169.06,Native 3-Digit ZIP index,,,
606,2002,3,172.77,Native 3-Digit ZIP index,,,
606,2002,4,175.73,Native 3-Digit ZIP index,,,
606,2003,1,178.39,Native 3-Digit ZIP index,,,
606,2003,2,181.22,Native 3-Digit ZIP index,,,
606,2003,3,184.50,Native 3-Digit ZIP index,,,
606,2003,4,192.61,Native 3-Digit ZIP index,,,
606,2004,1,196.91,Native 3-Digit ZIP index,,,
606,2004,2,202.37,Native 3-Digit ZIP index,,,
606,2004,3,211.82,Native 3-Digit ZIP index,,,
606,2004,4,215.84,Native 3-Digit ZIP index,,,
606,2005,1,223.06,Native 3-Digit ZIP index,,,
606,2005,2,229.88,Native 3-Digit ZIP index,,,
606,2005,3,236.11,Native 3-Digit ZIP index,,,
606,2005,4,242.65,Native 3-Digit ZIP index,,,
606,2006,1,248.21,Native 3-Digit ZIP index,,,
606,2006,2,252.83,Native 3-Digit ZIP index,,,
606,2006,3,254.84,Native 3-Digit ZIP index,,,
606,2006,4,258.09,Native 3-Digit ZIP index,,,
606,2007,1,260.78,Native 3-Digit ZIP index,,,
606,2007,2,259.32,Native 3-Digit ZIP index,,,
606,2007,3,257.14,Native 3-Digit ZIP index,,,
606,2007,4,257.65,Native 3-Digit ZIP index,,,
606,2008,1,254.97,Native 3-Digit ZIP index,,,
606,2008,2,247.74,Native 3-Digit ZIP index,,,
606,2008,3,235.37,Native 3-Digit ZIP index,,,
606,2008,4,233.79,Native 3-Digit ZIP index,,,
606,2009,1,232.28,Native 3-Digit ZIP index,,,
606,2009,2,222.13,Native 3-Digit ZIP index,,,
606,2009,3,210.61,Native 3-Digit ZIP index,,,
606,2009,4,208.55,Native 3-Digit ZIP index,,,
606,2010,1,203.23,Native 3-Digit ZIP index,,,
606,2010,2,200.02,Native 3-Digit ZIP index,,,
606,2010,3,202.28,Native 3-Digit ZIP index,,,
606,2010,4,200.22,Native 3-Digit ZIP index,,,
606,2011,1,191.60,Native 3-Digit ZIP index,,,
606,2011,2,186.09,Native 3-Digit ZIP index,,,
606,2011,3,186.86,Native 3-Digit ZIP index,,,
606,2011,4,187.33,Native 3-Digit ZIP index,,,
606,2012,1,184.86,Native 3-Digit ZIP index,,,
606,2012,2,182.54,Native 3-Digit ZIP index,,,
606,2012,3,184.35,Native 3-Digit ZIP index,,,
606,2012,4,184.92,Native 3-Digit ZIP index,,,
606,2013,1,184.43,Native 3-Digit ZIP index,,,
606,2013,2,185.83,Native 3-Digit ZIP index,,,
606,2013,3,187.85,Native 3-Digit ZIP index,,,
606,2013,4,192.69,Native 3-Digit ZIP index,,,
606,2014,1,194.03,Native 3-Digit ZIP index,,,
606,2014,2,198.81,Native 3-Digit ZIP index,,,
606,2014,3,201.44,Native 3-Digit ZIP index,,,
606,2014,4,204.49,Native 3-Digit ZIP index,,,
606,2015,1,206.60,Native 3-Digit ZIP index,,,
606,2015,2,210.79,Native 3-Digit ZIP index,,,
606,2015,3,214.29,Native 3-Digit ZIP index,,,
606,2015,4,216.41,Native 3-Digit ZIP index,,,
606,2016,1,216.41,Native 3-Digit ZIP index,,,
607,1995,1,100.00,Native 3-Digit ZIP index,,,
607,1995,2,102.58,Native 3-Digit ZIP index,,,
607,1995,3,103.11,Native 3-Digit ZIP index,,,
607,1995,4,104.99,Native 3-Digit ZIP index,,,
607,1996,1,105.95,Native 3-Digit ZIP index,,,
607,1996,2,106.76,Native 3-Digit ZIP index,,,
607,1996,3,105.81,Native 3-Digit ZIP index,,,
607,1996,4,107.59,Native 3-Digit ZIP index,,,
607,1997,1,108.84,Native 3-Digit ZIP index,,,
607,1997,2,109.51,Native 3-Digit ZIP index,,,
607,1997,3,110.18,Native 3-Digit ZIP index,,,
607,1997,4,111.78,Native 3-Digit ZIP index,,,
607,1998,1,113.25,Native 3-Digit ZIP index,,,
607,1998,2,113.50,Native 3-Digit ZIP index,,,
607,1998,3,116.08,Native 3-Digit ZIP index,,,
607,1998,4,116.36,Native 3-Digit ZIP index,,,
607,1999,1,117.22,Native 3-Digit ZIP index,,,
607,1999,2,119.21,Native 3-Digit ZIP index,,,
607,1999,3,122.57,Native 3-Digit ZIP index,,,
607,1999,4,126.59,Native 3-Digit ZIP index,,,
607,2000,1,126.19,Native 3-Digit ZIP index,,,
607,2000,2,134.34,Native 3-Digit ZIP index,,,
607,2000,3,137.30,Native 3-Digit ZIP index,,,
607,2000,4,139.93,Native 3-Digit ZIP index,,,
607,2001,1,142.58,Native 3-Digit ZIP index,,,
607,2001,2,144.62,Native 3-Digit ZIP index,,,
607,2001,3,151.16,Native 3-Digit ZIP index,,,
607,2001,4,152.76,Native 3-Digit ZIP index,,,
607,2002,1,155.77,Native 3-Digit ZIP index,,,
607,2002,2,159.95,Native 3-Digit ZIP index,,,
607,2002,3,163.02,Native 3-Digit ZIP index,,,
607,2002,4,166.20,Native 3-Digit ZIP index,,,
607,2003,1,168.03,Native 3-Digit ZIP index,,,
607,2003,2,171.09,Native 3-Digit ZIP index,,,
607,2003,3,173.06,Native 3-Digit ZIP index,,,
607,2003,4,181.39,Native 3-Digit ZIP index,,,
607,2004,1,183.76,Native 3-Digit ZIP index,,,
607,2004,2,190.19,Native 3-Digit ZIP index,,,
607,2004,3,198.90,Native 3-Digit ZIP index,,,
607,2004,4,200.28,Native 3-Digit ZIP index,,,
607,2005,1,206.96,Native 3-Digit ZIP index,,,
